facility_name,lat,lon,max_capacity,full_address,city,property_type
Fairytale Daycare,53.951421,-122.758865,135.0,"1820 Hegert Rd, Prince George, BC",Prince George,Daycare
Falkland Elementary Junior School,50.5025695,-119.5571408,145.0,"PO Box 10, Falkland, BC",Falkland,Elementary Jr. Secondary Public School
False Bay School,49.4790315,-124.2463457,50.0,"PO Box 160, Lasqueti Island, BC",Lasqueti Island,Elementary-Secondary Public School
False Creek Elementary,49.2671066,-123.1266855,290.0,"900 School Green, Vancouver, BC",Vancouver,Elementary Public School
False Creek Out Of School Care,49.269397,-123.13402,205.0,"1318 Cartwright St, Vancouver, BC",Vancouver,Daycare
Family First Child Care,48.455913,-123.382395,288.0,"83 Battleford Ave, Victoria, BC",Victoria,Daycare
Family Friends,49.47057,-123.792791,136.0,"6335 Picadilly Pl, Sechelt, BC",Sechelt,Daycare
Family Montessori School,49.26662,-123.128982,238.0,"1099 Sitka Sq, Vancouver, BC",Vancouver,Daycare
Family Place,50.108554,-120.785568,171.0,"2199 Coutlee Ave, Merritt, BC",Merritt,Daycare
Family Roots - At Home Daycare,48.411045,-123.514216,166.0,"3599 Kelly Dawn Pl, Victoria, BC",Victoria,Daycare
Fantastic Kidz Childcare,49.218093,-123.003478,194.0,"7233 Dow Ave, Burnaby, BC",Burnaby,Daycare
Fantasy Island At Beth Tikvah,49.141757,-123.171446,217.0,"9711 Geal Rd, Richmond, BC",Richmond,Daycare
Fav's Kangaroos Family Home Daycare,49.28778,-122.77506,312.0,"3250 Samuels Crt, Coquitlam, BC",Coquitlam,Daycare
Fawkes Academy,49.2811033,-123.0121605,,"103-4181 Hastings St, Burnaby, BC",Burnaby,Elementary-Secondary Independent School
Fawkes Academy DL,49.1650754,-122.9892918,,"1110-6900 Graybar Rd, Richmond, BC",Richmond,Elementary-Secondary Independent School
Fb Appletree,50.265123,-119.250128,216.0,"1406 32Nd Ave, Vernon, BC",Vernon,Daycare
Fcc Dragonfly,49.272871,-123.120915,264.0,"403-1267 Marinaside Cres, Vancouver, BC",Vancouver,Daycare
Fe Fi Fo Fun Family Daycare,49.157426,-122.894328,203.0,"8461 118A St, Delta, BC",Delta,Daycare
Featherstone Early Development Centre,49.830247,-119.614825,216.0,"2209 Majoros Rd, West Kelowna, BC",West Kelowna,Daycare
Fela Play And Learn Childcare,49.120381,-122.846966,314.0,"13545 64A Ave, Surrey, BC",Surrey,Daycare
Fern Valley,49.22774,-124.792194,306.0,"3881 Bruce St, Port Alberni, BC",Port Alberni,Daycare
Ferncove Family Daycare,48.461015,-123.489567,211.0,"275 Bellamy Link, Langford, BC",Langford,Daycare
Fernie Forest School Society,49.490262,-115.070768,202.0,"44 Mt Washburn St, Fernie, BC",Fernie,Daycare
Fernie Kids Childcare And Learning,49.49682,-115.062808,244.0,"17 Pine Cres, Fernie, BC",Fernie,Daycare
Fernie School Aged Care Ltd.,49.490622,-115.071003,266.0,"44 Mt Washburn St, Fernie, BC",Fernie,Daycare
Fernie Secondary,49.513593,-115.0531442,700.0,"PO Box 370, Fernie, BC",Fernie,Elementary-Secondary Public School
Fernwood Elementary,48.9078519,-123.5390087,245.0,"112 Rainbow Rd, Salt Spring Island, BC",Salt Spring Island,Elementary Public School
Fernwood Playschool Ltd.,48.429734,-123.352597,206.0,"1811 Cook St, Victoria, BC",Victoria,Daycare
Fg Leary ymca Kids Club,49.171603,-121.920795,116.0,"9320 Walden St, Chilliwack, BC",Chilliwack,Daycare
Figgy's Place Family Childcare,49.973399,-125.229565,191.0,"364 Hilchey Rd, Campbell River, BC",Campbell River,Daycare
Fine Art Montessori Childcare Centre Inc. (Famc),49.165841,-123.124535,137.0,"105-6488 Garden City Rd, Richmond, BC",Richmond,Daycare
Fine Art Montessori Childcare Centre Inc. (Famc),49.165841,-123.124535,246.0,"105-6488 Garden City Rd, Richmond, BC",Richmond,Daycare
Finger Prints Learning Centre Ltd.,53.910547,-122.768924,222.0,"2364 15Th Ave, Prince George, BC",Prince George,Daycare
Firehouse Daycare,49.654357,-124.979445,248.0,"4051 Chancellor Cres, Courtenay, BC",Courtenay,Daycare
Firm Foundations Early Learning Inc.,49.191613,-122.878679,199.0,"12390 104 Ave, Surrey, BC",Surrey,Daycare
First Adventures Child Care Center,49.139072,-122.710126,227.0,"7515 185 St, Surrey, BC",Surrey,Daycare
First Avenue Child Care,49.270641,-123.108605,172.0,"162 Walter Hardwick Ave, Vancouver, BC",Vancouver,Daycare
First Baptist Classical Academy of Kamloops,50.6716059,-120.330526,,"454 Columbia St, Kamloops, BC",Kamloops,Elementary-Secondary Independent School
First Choice  Montessori #2,49.163588,-122.823177,174.0,"101 8824 144 St, Surrey, BC",Surrey,Daycare
First Choice Daycare,49.218721,-122.567183,158.0,"23635 119 Ave, Maple Ridge, BC",Maple Ridge,Daycare
First Choice Montessori Pre-School,49.180764,-122.799459,97.0,"201 15225 98Th Ave, Surrey, BC",Surrey,Daycare
First Step Centre Ltd,49.333568,-123.105075,189.0,"1101 26Th St W, North Vancouver, BC",North Vancouver,Daycare
First Steps Childcare Centre,50.697406,-120.369904,262.0,"480 Kenora Rd, Kamloops, BC",Kamloops,Daycare
First Steps Daycare,49.257945,-122.868476,114.0,"675 Blue Mountain St, Coquitlam, BC",Coquitlam,Daycare
First Steps Daycare,53.919078,-122.791408,210.0,"681 Tay Cres, Prince George, BC",Prince George,Daycare
First Steps Preschool,49.038037,-123.067346,118.0,"1988 56 St, Delta, BC",Delta,Daycare
Fits & Giggles,49.524785,-115.73209,253.0,"1509 Mount Royal Ridge, Cranbrook, BC",Cranbrook,Daycare
Five Talents Childcare Center Ltd.,49.15125,-123.168009,182.0,"8500 Calder Rd, Richmond, BC",Richmond,Daycare
Fleetwood Communtiy Centre Pre-K,49.18049,-122.87971,153.0,"15996 84 Ave, Surrey, BC",Surrey,Daycare
Fleetwood Early Learning Center,49.156135,-122.779083,194.0,"101&102-8431 160 St, Surrey, BC",Surrey,Daycare
Fleetwood Gardens Childcare Centre,49.149777,-122.784241,312.0,"8086 158 St, Surrey, BC",Surrey,Daycare
Fleetwood Park Secondary,49.1471727,-122.7897638,1200.0,"7940 156 St, Surrey, BC",Surrey,Elementary Public School
Fleetwood Place Children's Centre,49.153785,-122.777989,261.0,"16011 83 Ave, Surrey, BC",Surrey,Daycare
Fleming Montessori Family Day Care,49.231353,-123.073358,227.0,"5839 Fleming St, Vancouver, BC",Vancouver,Daycare
Fleming ymca Kids Club,49.226477,-123.076543,172.0,"6363 Lanark St, Vancouver, BC",Vancouver,Daycare
Flex Academy,49.8912721,-119.4047595,,"907 Badke Rd, Kelowna, BC",Kelowna,Elementary-Secondary Independent School
Flex Academy Early Learning Center,49.890536,-119.404531,218.0,"905 Badke Rd, Kelowna, BC",Kelowna,Daycare
Flora's Family Child Care,49.132829,-122.663361,126.0,"20145 71A Ave, Langley, BC",Langley,Daycare
Florence Nightingale Elementary,49.2602052,-123.0939933,415.0,"2740 Guelph St, Vancouver, BC",Vancouver,Elementary Public School
Flourish Child Care Centre,49.035855,-122.758637,252.0,"16742 18B Ave, Surrey, BC",Surrey,Daycare
Flourish Childcare,49.501806,-115.781623,83.0,"36 724 Innes Ave S, Cranbrook, BC",Cranbrook,Daycare
Flower Patch Kids,48.4698,-123.398079,157.0,"795B Gladiola Ave, Victoria, BC",Victoria,Daycare
Flowers Childcare,49.248573,-122.771505,170.0,"1763 Pitt River Rd, Port Coquitlam, BC",Port Coquitlam,Daycare
Flowers Family Child Care,49.26661,-122.756487,213.0,"2977 Coast Meridian Rd, Port Coquitlam, BC",Port Coquitlam,Daycare
Flying Fish Childcare Centre Inc.,49.319432,-123.047336,201.0,"953 13Th St E, North Vancouver, BC",North Vancouver,Daycare
Flying Kites Child Care Center - Wix Brown,49.045772,-122.563726,201.0,"23851 24Th Ave, Langley, BC",Langley,Daycare
Flying Kites Childcare Center (Location #2),49.164548,-122.696051,198.0,"8890 Harvie Rd, Surrey, BC",Surrey,Daycare
Flyoland Children's Centre,49.237172,-124.049172,238.0,"110-6631 Island Hwy N, Nanaimo, BC",Nanaimo,Daycare
Foccus Kids Family Child Care,49.213859,-122.96487,144.0,"47-6670 Rumble St, Burnaby, BC",Burnaby,Daycare
Foothills Daycare,50.812265,-121.322716,133.0,"1259 Stage Rd, Cache Creek, BC",Cache Creek,Daycare
Foothills Elementary,53.9169924,-122.8111681,320.0,"4375 Eaglenest Cres, Prince George, BC",Prince George,Elementary Public School
Footprints,50.696776,-116.134768,258.0,"4805 Riverview Dr, Edgewater, BC",Edgewater,Daycare
For The Kids Daycare (West Kelowna),49.861362,-119.585784,115.0,"101-1680 Ross Rd, West Kelowna, BC",West Kelowna,Daycare
For The Kids Daycare Centre,49.842817,-119.396387,259.0,"3770 Water Rd, Kelowna, BC",Kelowna,Daycare
Forest City Children's Centre,49.222485,-122.978802,170.0,"5855 Imperial St, Burnaby, BC",Burnaby,Daycare
Forest Friends,49.730802,-123.149537,106.0,"39817 No Name Rd., Squamish, BC",Squamish,Daycare
Forest Friends Early Learning Center,49.121236,-122.71684,183.0,"6517 Claytonhill Grove, Surrey, BC",Surrey,Daycare
Forest Grove Childcare Centre,49.264565,-122.914866,211.0,"36-8650 Cinnamon Dr, Burnaby, BC",Burnaby,Daycare
Forest Grove Elementary,49.2653216,-122.9180306,515.0,"8525 Forest Grove Dr, Burnaby, BC",Burnaby,Elementary Public School
Forest Grove Elementary,51.7693098,-121.0965853,120.0,"PO Box 99, Forest Grove, BC",Forest Grove,Elementary Public School
Forest Park Elementary,49.1898541,-123.9878592,345.0,"2050 Latimer Rd, Nanaimo, BC",Nanaimo,Elementary Public School
Forever Friends Daycare,49.341919,-123.041683,171.0,"1170 Frederick Rd, North Vancouver, BC",North Vancouver,Daycare
Forever Growing Multi-Age Child Care,49.224432,-122.685735,271.0,"19331 121B Ave, Pitt Meadows, BC",Pitt Meadows,Daycare
Forever Learning Childcare Inc.,48.743534,-123.67179,199.0,"4800 Wilson Rd, Duncan, BC",Duncan,Daycare
Forget-Me-Not Montessori School,49.228911,-123.117586,242.0,"6184 Ash St, Vancouver, BC",Vancouver,Daycare
Forsyth Road Elementary,49.197632,-122.8367011,365.0,"10730 139 St, Surrey, BC",Surrey,Elementary Public School
Fort Langley Elementary,49.1637325,-122.5821864,365.0,"8877 Bartlett St, Fort Langley, BC",Fort Langley,Elementary Public School
Fort Nelson Playschool,58.803881,-122.706956,200.0,"5319 50 Ave S, Fort Nelson, BC",Fort Nelson,Daycare
Fort Nelson Secondary,58.8102397,-122.7120552,500.0,"PO Box 90, Fort Nelson, BC",Fort Nelson,Secondary Public School
Fort Rupert Elementary,50.6971686,-127.4236824,195.0,"PO Box 674, Port Hardy, BC",Port Hardy,Elementary Public School
Fort St James Alternate Secondary,54.4442984,-124.2499406,,"PO Box 220, Fort St James, BC",Fort St James,Secondary Public School
Fort St. James Secondary,54.4442984,-124.2499406,525.0,"PO Box 220, Fort St. James, BC",Fort St. James,Secondary Public School
Foundation Of Learning Child Care Inc.,49.246624,-122.881489,220.0,"427 Donald St, Coquitlam, BC",Coquitlam,Daycare
Fountainview Academy,50.6368834,-121.8665745,,"PO Box 500, Lillooet, BC",Lillooet,Secondary Independent School
Four Seasons Montessori,49.232285,-123.988999,236.0,"4960 Hammond Bay Rd, Nanaimo, BC",Nanaimo,Daycare
Four Winds Rss After School Program,49.080898,-117.79875,186.0,"2390 Jubilee St, Rossland, BC",Rossland,Daycare
Fox In Soxs Daycare,54.06271,-128.628233,217.0,"15 Wohler St, Kitimat, BC",Kitimat,Daycare
Foxglove School Age Care,49.083093,-122.66804,204.0,"20011 44 Ave, Langley, BC",Langley,Daycare
Franca's Daycare,49.827389,-124.512931,263.0,"7180 Kemano St, Powell River, BC",Powell River,Daycare
Frances Kelsey Secondary,48.660032,-123.5698044,1000.0,"953 Shawnigan-Mill Bay Rd, Mill Bay, BC",Mill Bay,Secondary Public School
Franco-Nord,53.9070791,-122.772694,245.0,"2641 Ellison Dr, Prince George, BC",Prince George,Elementary Public School
Francois Lake Before & After School Care,54.051658,-125.741061,196.0,"860 Francois Lake Rd E, Francois Lake, BC",Francois Lake,Daycare
Francois Lake Elementary,54.0516579,-125.7410606,120.0,"860 Francois Lake Road, Burns Lake, BC",Burns Lake,Elementary Public School
Frank Hobbs Elementary,48.4647637,-123.3001975,370.0,"3875 Haro Rd, Victoria, BC",Victoria,Elementary Public School
Frank Hurt Secondary,49.1425565,-122.8359106,1250.0,"13940 77 Ave, Surrey, BC",Surrey,Elementary Public School
Frank J Mitchell Elementary,49.7361573,-114.8928227,320.0,"PO Box 345, Sparwood, BC",Sparwood,Elementary Public School
Frank J. Ney Elementary,49.2348533,-123.9890932,415.0,"5301 Williamson Rd, Nanaimo, BC",Nanaimo,Elementary Public School
Franklin Community Preschool,49.28254,-123.027022,235.0,"250 Skeena St, Vancouver, BC",Vancouver,Daycare
Franklin School,49.2853354,-123.1171582,,"530 Hornby St - 2nd Floor, Vancouver, BC",Vancouver,Secondary Independent School
Franklin ymca Kids Club,49.282544,-123.027023,158.0,"250 Skeena St, Vancouver, BC",Vancouver,Daycare
Fraser Academy,49.2626743,-123.1572646,,"2294 10th Ave W, Vancouver, BC",Vancouver,Elementary-Secondary Independent School
Fraser Cascade Continuing Education,49.3778761,-121.4294966,,"425 Park Street, Hope, BC",Hope,Senior Secondary Public School
Fraser Glen Preschool,49.19201,-122.77082,200.0,"16293 104 Ave, Surrey, BC",Surrey,Daycare
Fraser Heights Montessori Children's Centre,49.191476,-122.756054,254.0,"103-16814 104 Ave, Surrey, BC",Surrey,Daycare
Fraser Heights Out Of School Care #2 / Smarties,49.195985,-122.788219,116.0,"15678 106A Ave, Surrey, BC",Surrey,Daycare
Fraser Heights Out Of School Care #3/Smarties,49.187791,-122.748574,261.0,"17070 102 Ave, Surrey, BC",Surrey,Daycare
Fraser Heights Out Of School Care/Tiny Tots Day School Prog,49.195365,-122.784787,102.0,"15783 106 Ave, Surrey, BC",Surrey,Daycare
Fraser Heights Recreation Centre,49.194929,-122.777916,203.0,"10588 160Th St, Surrey, BC",Surrey,Daycare
Fraser Heights Secondary,49.1985996,-122.7769343,1200.0,"16060 108 Ave, Surrey, BC",Surrey,Elementary Public School
Fraser Heights Smarties Group Daycare,49.195069,-122.786317,135.0,"15720 106 Ave, Surrey, BC",Surrey,Daycare
Fraser Lake Elem-Secondary,54.0588797,-124.8472386,600.0,"Po Bag Service 1002, Fraser Lake, BC",Fraser Lake,Elementary-Secondary Public School
Fraser Little Thinkers Childcare,49.232217,-122.774573,276.0,"1033 Fraserview St, Port Coquitlam, BC",Port Coquitlam,Daycare
Fraser Montessori Children's House,49.222283,-123.090769,195.0,"6858 Fraser St, Vancouver, BC",Vancouver,Daycare
Fraser Montessori Daycare,49.202534,-122.966665,300.0,"6269  14Th Ave, Burnaby, BC",Burnaby,Daycare
Fraser Montessori Daycare,49.204074,-122.932278,268.0,"1408 Fifth Ave, New Westminster, BC",New Westminster,Daycare
Fraser Montessori Daycare,49.231772,-122.89956,164.0,"835 Surrey St, New Westminster, BC",New Westminster,Daycare
Fraser Montessori Daycare Inc,49.20083,-122.943896,215.0,"1917 Marine Way, New Westminster, BC",New Westminster,Daycare
Fraser Park Secondary School Program,49.1860007,-122.9862765,,"7900 Fraser Park Dr, Burnaby, BC",Burnaby,Secondary Public School
Fraser River Christian School,52.6211598,-122.4540318,,"8250 Hwy 97 S, Quesnel, BC",Quesnel,Elementary Jr. Secondary Independent School
Fraser River Middle,49.2042472,-122.9166492,600.0,"800 Queens Ave, New Westminster, BC",New Westminster,Middle School Public School
Fraser Valley Adventist Academy,49.088337,-122.502685,,"26026 48th Ave, Aldergrove, BC",Aldergrove,Elementary Independent School
Fraser Valley Distance Education,49.1765166,-121.9426403,,"46361 Yale Rd, Chilliwack, BC",Chilliwack,Elementary Public School
Fraser Valley Montessori Preschool & School Age Care,49.071851,-122.319654,233.0,"32717 Chilcotin Dr, Abbotsford, BC",Abbotsford,Daycare
Fraser Valley Montessori Preschool Sandy Hill Campus,49.071933,-122.247573,184.0,"3836 Old Clayburn Rd, Abbotsford, BC",Abbotsford,Daycare
Fraser Valley Montessori School Age Care,49.057618,-122.269171,268.0,"3060 Old Clayburn Rd, Abbotsford, BC",Abbotsford,Daycare
Fraser Wood Elementary,49.1961373,-122.7672262,490.0,"10650 164 St, Surrey, BC",Surrey,Elementary Public School
Fraser-Cascade Open Learning,49.3819814,-121.4404217,,"425 Park Street, Hope, BC",Hope,Elementary-Secondary Public School
Fraserhood Childcare Centre,49.243742,-123.08809,209.0,"4585 Prince Albert St, Vancouver, BC",Vancouver,Daycare
Fraserview Learning Centre,49.1390967,-122.3258136,,"32444 7th Ave, Mission, BC",Mission,Secondary Public School
Fraserview Montessori Preschool And Kindergarten,49.216036,-123.066409,216.0,"1992 Prestwick Dr, Vancouver, BC",Vancouver,Daycare
Freedom Childcare Centre,48.424975,-123.363159,182.0,"A-749 View St, Victoria, BC",Victoria,Daycare
Freedom Thinkers Education,56.2187421,-120.6801588,,"5730 Baldonnel Rd, Baldonnel, BC",Baldonnel,Elementary Jr. Secondary Independent School
Freedom To Grow Childcare Center Inc.,49.623687,-125.029254,195.0,"3354 Crescent St, Cumberland, BC",Cumberland,Daycare
Fresh Ayre Daycare Ltd (30 Months To Sa),49.759943,-123.150419,152.0,"1250 Judd Rd, Squamish, BC",Squamish,Daycare
Fresh Ayre Daycare Ltd (Under 36 Months),49.759952,-123.150419,195.0,"1250 Judd Rd, Squamish, BC",Squamish,Daycare
Friendly Farm Childcare,49.845769,-119.634931,203.0,"3270 Elliott Rd, West Kelowna, BC",West Kelowna,Daycare
Friendly Forest Preschool,49.311818,-122.856916,241.0,"2505 Sunnyside Rd, Anmore, BC",Anmore,Daycare
Friends And Neighbours Together,49.234673,-122.835567,239.0,"155 Finnigan St, Coquitlam, BC",Coquitlam,Daycare
Friends Family Day Care,49.821855,-119.49639,229.0,"476 Barkley Rd, Kelowna, BC",Kelowna,Daycare
Friends Of Tigger's,48.430703,-123.352395,149.0,"1110 Caledonia Ave, Victoria, BC",Victoria,Daycare
Friendship Corner Daycare,49.267394,-122.797472,200.0,"2950 Dewdney Trunk Rd, Coquitlam, BC",Coquitlam,Daycare
Friendship House Preschool,54.309938,-130.327895,173.0,"744 Fraser St, Prince Rupert, BC",Prince Rupert,Daycare
Friendz At Five Corners,49.089823,-122.626124,157.0,"21562 Old Yale Rd, Langley, BC",Langley,Daycare
Frog Hollow  Neighbourhood House's Kids World,49.265435,-123.04477,106.0,"2131 Renfrew St, Vancouver, BC",Vancouver,Daycare
Frog Hollow Montessori House,49.207379,-122.912331,180.0,"529 Queens Ave, New Westminster, BC",New Westminster,Daycare
Frog Hollow Neighbourhood House’S Nootka Group Child Care,49.253792,-123.042942,145.0,"3375 Nootka St, Vancouver, BC",Vancouver,Daycare
Frog Hollow Neighbourhood House’S Preschool,49.265435,-123.04477,209.0,"2131 Renfrew St, Vancouver, BC",Vancouver,Daycare
Froggy Pad Group Day Care,49.349939,-123.031987,142.0,"4367 Ruth Cres, North Vancouver, BC",North Vancouver,Daycare
Froggy Pad Group Day Care,49.349941,-123.031984,171.0,"4367 Ruth Cres, North Vancouver, BC",North Vancouver,Daycare
Frolick Around Daycare,49.121379,-122.720323,128.0,"18131 Claytonwood Cres, Surrey, BC",Surrey,Daycare
Frost Road Elementary,49.1592875,-122.7730377,680.0,"8606 162 St, Surrey, BC",Surrey,Elementary Public School
Frost Road ymca Kids Club,49.159288,-122.773038,259.0,"8606 162 St, Surrey, BC",Surrey,Daycare
Fruitvale Elementary,49.1119035,-117.5454555,465.0,"1867 W Columbia Gdns Rd B580, Fruitvale, BC",Fruitvale,Elementary Public School
